Using cpu device
---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.0124      |
|    std                  | 0.99         |
|    value_loss           | 2.03e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.5         |
|    ep_rew_mean          | -929         |
| time/                   |              |
|    fps                  | 348          |
|    iterations           | 5            |
|    time_elapsed         | 58           |
|    total_timesteps      | 430080       |
| train/                  |              |
|    approx_kl            | 0.0032734764 |
|    clip_fraction        | 0.00366      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.667        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37e+04     |
|    n_updates            | 1040         |
|    policy_gradient_loss | -0.0125      |
|    std                  | 0.99         |
|    value_loss           | 2.51e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.6         |
|    ep_rew_mean          | -813         |
| time/                   |              |
|    fps                  | 347          |
|    iterations           | 6            |
|    time_elapsed         | 70           |
|    total_timesteps      | 434176       |
| train/                  |              |
|    approx_kl            | 0.0015121729 |
|    clip_fraction        | 0.000513     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.627        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.58e+04     |
|    n_updates            | 1050         |
|    policy_gradient_loss | -0.00813     |
|    std                  | 0.989        |
|    value_loss           | 2.79e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.3        |
|    ep_rew_mean          | -931        |
| time/                   |             |
|    fps                  | 346         |
|    iterations           | 7           |
|    time_elapsed         | 82          |
|    total_timesteps      | 438272      |
| train/                  |             |
|    approx_kl            | 0.002576248 |
|    clip_fraction        | 0.00144     |
|    clip_range           | 0.2         |
|    entropy_loss         | -21.1       |
|    explained_variance   | 0.651       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.35e+04    |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.0115     |
|    std                  | 0.99        |
|    value_loss           | 2.69e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.5         |
|    ep_rew_mean          | -706         |
| time/                   |              |
|    fps                  | 345          |
|    iterations           | 8            |
|    time_elapsed         | 94           |
|    total_timesteps      | 442368       |
| train/                  |              |
|    approx_kl            | 0.0018518828 |
|    clip_fraction        | 0.00112      |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.652        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37e+04     |
|    n_updates            | 1070         |
|    policy_gradient_loss | -0.0092      |
|    std                  | 0.991        |
|    value_loss           | 2.49e+04     |
------------------------------------------
